timestamp_ist,balance_usd,tag
2026-09-24 09:00:36,18.56,auto
2026-09-24 09:00:36,18.56,manual
2026-09-24 20:19:15,17.88,auto
2026-09-24 21:19:15,17.68,auto
2026-09-24 22:19:16,17.64,auto
2026-09-24 22:56:47,17.64,logout
2026-09-25 11:14:08,17.64,auto
2026-09-25 12:14:08,17.55,auto
2026-09-25 13:14:09,17.55,auto
